Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin %,gross income,Rating,Hour,Month,Month_num
750-91-8282,Branche C,Naypyitaw,Member,Female,Fashion accessories,27.61,5,7.18,145.23,2019-01-28 06:16:12.972972,17:45,Cash,138.05,5.2,7.18,8.2,17,January,1
750-55-9537,Branche B,Mandalay,Normal,Male,Food and beverages,42.09,4,8.08,176.44,2019-01-28 06:16:12.972972,15:41,Cash,168.36,4.8,8.08,9.2,15,January,1
750-93-9283,Branche C,Naypyitaw,Normal,Female,Sports and travel,16.08,3,2.75,50.99,2019-01-28 06:16:12.972972,15:21,Cash,48.24,5.7,2.75,9.7,15,January,1
750-78-8336,Branche B,Mandalay,Member,Male,Fashion accessories,20.36,6,6.35,128.51,2019-01-28 06:16:12.972972,14:12,Ewallet,122.16,5.2,6.35,7.7,14,January,1
750-72-8727,Branche C,Naypyitaw,Normal,Male,Fashion accessories,60.06,2,6.25,126.37,2019-01-28 08:24:30.270270,16:21,Cash,120.12,5.2,6.25,8.8,16,January,1
750-18-1704,Branche B,Mandalay,Member,Male,Home and lifestyle,56.23,4,12.37,237.29,2019-01-28 08:24:30.270270,13:17,Credit card,224.92,5.5,12.37,6.7,13,January,1
750-15-8234,Branche C,Naypyitaw,Normal,Male,Fashion accessories,43.49,5,11.31,228.76,2019-01-28 10:32:47.567567,11:01,Cash,217.45,5.2,11.31,7.0,11,January,1
750-39-5215,Branche A,Yangon,Normal,Male,Food and beverages,96.22,2,9.24,201.68,2019-01-28 14:49:22.162162,12:03,Ewallet,192.44,4.8,9.24,8.6,12,January,1
750-14-1703,Branche A,Yangon,Normal,Female,Food and beverages,73.84,9,31.9,696.46,2019-01-28 19:05:56.756756,19:36,Cash,664.56,4.8,31.9,6.6,19,January,1
750-15-4190,Branche A,Yangon,Member,Male,Food and beverages,72.21,5,17.33,378.38,2019-01-29 01:30:48.648648,11:39,Cash,361.05,4.8,17.33,10.0,11,January,1
750-46-1903,Branche A,Yangon,Member,Male,Sports and travel,89.53,8,40.83,757.07,2019-01-29 03:39:05.945945,14:13,Cash,716.24,5.7,40.83,7.4,14,January,1
750-63-1912,Branche C,Naypyitaw,Member,Female,Home and lifestyle,92.55,8,40.72,781.12,2019-01-29 03:39:05.945945,17:55,Cash,740.4,5.5,40.72,9.1,17,January,1
750-35-9875,Branche B,Mandalay,Normal,Male,Fashion accessories,26.84,5,6.98,141.18,2019-01-29 05:47:23.243243,12:25,Credit card,134.2,5.2,6.98,7.6,12,January,1
750-17-4515,Branche A,Yangon,Member,Male,Sports and travel,22.11,2,2.52,46.74,2019-01-29 05:47:23.243243,12:25,Ewallet,44.22,5.7,2.52,6.3,12,January,1
750-39-3567,Branche C,Naypyitaw,Normal,Male,Fashion accessories,40.79,9,19.09,386.2,2019-01-29 05:47:23.243243,15:42,Cash,367.11,5.2,19.09,5.6,15,January,1
750-10-9045,Branche B,Mandalay,Member,Male,Fashion accessories,48.75,1,2.53,51.28,2019-01-29 05:47:23.243243,11:41,Credit card,48.75,5.2,2.53,9.8,11,January,1
750-39-1793,Branche A,Yangon,Normal,Female,Health and beauty,34.22,4,8.21,145.09,2019-01-29 07:55:40.540540,13:45,Cash,136.88,6.0,8.21,9.1,13,January,1
750-88-9644,Branche C,Naypyitaw,Normal,Male,Home and lifestyle,66.29,2,7.29,139.87,2019-01-29 07:55:40.540540,15:11,Cash,132.58,5.5,7.29,6.4,15,January,1
750-11-6825,Branche B,Mandalay,Normal,Male,Food and beverages,99.73,7,33.51,731.62,2019-01-29 07:55:40.540540,15:53,Ewallet,698.11,4.8,33.51,8.0,15,January,1
750-13-6386,Branche B,Mandalay,Normal,Female,Home and lifestyle,75.59,5,20.79,398.74,2019-01-29 10:03:57.837837,11:10,Ewallet,377.95,5.5,20.79,8.6,11,January,1
750-90-4445,Branche B,Mandalay,Normal,Male,Health and beauty,45.38,3,8.17,144.31,2019-01-29 10:03:57.837837,12:47,Credit card,136.14,6.0,8.17,8.5,12,January,1
750-98-3975,Branche A,Yangon,Member,Female,Electronic accessories,92.73,6,25.04,581.42,2019-01-29 14:20:32.432432,16:49,Cash,556.38,4.5,25.04,9.1,16,January,1
750-28-8895,Branche A,Yangon,Member,Male,Sports and travel,55.5,10,31.64,586.64,2019-01-29 18:37:07.027027,14:34,Cash,555.0,5.7,31.64,9.4,14,January,1
750-13-2774,Branche B,Mandalay,Normal,Female,Sports and travel,78.22,3,13.38,248.04,2019-01-29 18:37:07.027027,14:40,Ewallet,234.66,5.7,13.38,7.1,14,January,1
750-81-7813,Branche A,Yangon,Member,Female,Fashion accessories,63.48,4,13.2,267.12,2019-01-29 20:45:24.324324,18:58,Credit card,253.92,5.2,13.2,7.5,18,January,1
750-63-6734,Branche C,Naypyitaw,Normal,Male,Sports and travel,55.05,6,18.83,349.13,2019-01-29 22:53:41.621621,16:44,Cash,330.3,5.7,18.83,8.4,16,January,1
750-18-2332,Branche A,Yangon,Member,Male,Fashion accessories,69.7,2,7.25,146.65,2019-01-30 01:01:58.918918,14:59,Credit card,139.4,5.2,7.25,4.8,14,January,1
750-57-6568,Branche A,Yangon,Normal,Male,Food and beverages,90.77,9,39.21,856.14,2019-01-30 07:26:50.810810,14:24,Ewallet,816.93,4.8,39.21,9.6,14,January,1
750-95-5703,Branche A,Yangon,Normal,Female,Fashion accessories,95.12,8,39.57,800.53,2019-01-30 09:35:08.108108,14:56,Cash,760.96,5.2,39.57,6.0,14,January,1
750-94-1435,Branche A,Yangon,Normal,Female,Fashion accessories,25.15,10,13.08,264.58,2019-01-30 11:43:25.405405,16:18,Ewallet,251.5,5.2,13.08,7.9,16,January,1
750-94-2459,Branche C,Naypyitaw,Member,Male,Home and lifestyle,69.37,3,11.45,219.56,2019-01-30 13:51:42.702702,18:29,Credit card,208.11,5.5,11.45,5.6,18,January,1
750-60-5091,Branche C,Naypyitaw,Normal,Female,Electronic accessories,75.53,3,10.2,236.79,2019-01-30 16:00:00.000000,18:35,Ewallet,226.59,4.5,10.2,7.1,18,January,1
750-88-4238,Branche B,Mandalay,Normal,Female,Health and beauty,40.08,1,2.4,42.48,2019-01-30 20:16:34.594594,14:10,Ewallet,40.08,6.0,2.4,4.6,14,January,1
750-14-4696,Branche A,Yangon,Member,Female,Health and beauty,55.95,3,10.07,177.92,2019-01-30 20:16:34.594594,16:52,Credit card,167.85,6.0,10.07,4.8,16,January,1
750-81-3186,Branche C,Naypyitaw,Normal,Male,Food and beverages,89.49,5,21.48,468.93,2019-01-31 02:41:26.486486,18:02,Ewallet,447.45,4.8,21.48,4.0,18,January,1
750-46-3060,Branche A,Yangon,Normal,Male,Fashion accessories,75.64,4,15.73,318.29,2019-01-31 04:49:43.783783,15:09,Credit card,302.56,5.2,15.73,5.1,15,January,1
750-30-9694,Branche B,Mandalay,Member,Male,Home and lifestyle,91.85,3,15.16,290.71,2019-01-31 06:58:01.081081,13:46,Credit card,275.55,5.5,15.16,4.6,13,January,1
750-64-3471,Branche C,Naypyitaw,Normal,Male,Electronic accessories,99.62,5,22.41,520.51,2019-01-31 09:06:18.378378,15:59,Ewallet,498.1,4.5,22.41,5.5,15,January,1
750-81-9383,Branche A,Yangon,Normal,Female,Sports and travel,38.16,10,21.75,403.35,2019-01-31 13:22:52.972972,15:23,Ewallet,381.6,5.7,21.75,4.4,15,January,1
750-10-5959,Branche B,Mandalay,Member,Male,Food and beverages,59.4,2,5.7,124.5,2019-01-31 15:31:10.270270,16:47,Ewallet,118.8,4.8,5.7,7.3,16,January,1
750-40-3438,Branche A,Yangon,Member,Male,Electronic accessories,27.28,3,3.68,85.52,2019-01-31 17:39:27.567567,13:25,Credit card,81.84,4.5,3.68,8.4,13,January,1
750-86-8008,Branche C,Naypyitaw,Member,Female,Sports and travel,48.62,6,16.63,308.35,2019-01-31 21:56:02.162162,12:17,Cash,291.72,5.7,16.63,7.1,12,January,1
750-20-8493,Branche B,Mandalay,Member,Female,Electronic accessories,36.67,10,16.5,383.2,2019-02-01 00:04:19.459459,13:53,Credit card,366.7,4.5,16.5,6.6,13,February,2
750-86-7106,Branche A,Yangon,Normal,Male,Home and lifestyle,36.22,4,7.97,152.85,2019-02-01 00:04:19.459459,18:48,Ewallet,144.88,5.5,7.97,7.4,18,February,2
750-36-2051,Branche B,Mandalay,Normal,Male,Sports and travel,94.56,7,37.73,699.65,2019-02-01 04:20:54.054054,11:19,Credit card,661.92,5.7,37.73,9.5,11,February,2
750-35-6298,Branche B,Mandalay,Member,Male,Sports and travel,11.23,10,6.4,118.7,2019-02-01 08:37:28.648648,15:46,Credit card,112.3,5.7,6.4,5.4,15,February,2
750-53-4307,Branche A,Yangon,Normal,Female,Fashion accessories,83.82,7,30.51,617.25,2019-02-01 10:45:45.945945,14:47,Credit card,586.74,5.2,30.51,9.1,14,February,2
750-17-5407,Branche A,Yangon,Member,Male,Health and beauty,55.4,5,16.62,293.62,2019-02-01 10:45:45.945945,19:05,Ewallet,277.0,6.0,16.62,5.4,19,February,2
750-70-9702,Branche A,Yangon,Member,Female,Home and lifestyle,56.47,3,9.32,178.73,2019-02-01 15:02:20.540540,13:31,Credit card,169.41,5.5,9.32,7.1,13,February,2
750-60-3688,Branche B,Mandalay,Normal,Male,Food and beverages,13.53,9,5.84,127.61,2019-02-01 17:10:37.837837,12:37,Cash,121.77,4.8,5.84,4.3,12,February,2
750-98-2548,Branche A,Yangon,Normal,Female,Health and beauty,44.01,5,13.2,233.25,2019-02-01 21:27:12.432432,16:53,Cash,220.05,6.0,13.2,4.4,16,February,2
750-17-8008,Branche A,Yangon,Member,Male,Fashion accessories,19.61,10,10.2,206.3,2019-02-01 23:35:29.729729,10:13,Ewallet,196.1,5.2,10.2,5.4,10,February,2
750-81-7060,Branche C,Naypyitaw,Normal,Male,Fashion accessories,63.94,3,9.97,201.79,2019-02-02 01:43:47.027027,17:43,Ewallet,191.82,5.2,9.97,6.7,17,February,2
750-38-4052,Branche C,Naypyitaw,Member,Female,Electronic accessories,70.34,4,12.66,294.02,2019-02-02 03:52:04.324324,14:48,Credit card,281.36,4.5,12.66,5.9,14,February,2
750-67-1732,Branche B,Mandalay,Normal,Female,Fashion accessories,36.47,6,11.38,230.2,2019-02-02 08:08:38.918918,14:31,Ewallet,218.82,5.2,11.38,4.7,14,February,2
750-90-1721,Branche C,Naypyitaw,Member,Male,Sports and travel,55.0,2,6.27,116.27,2019-02-02 08:08:38.918918,12:35,Ewallet,110.0,5.7,6.27,7.1,12,February,2
750-93-5507,Branche C,Naypyitaw,Member,Male,Health and beauty,15.02,1,0.9,15.92,2019-02-02 10:16:56.216216,13:49,Credit card,15.02,6.0,0.9,4.9,13,February,2
750-30-4343,Branche A,Yangon,Normal,Female,Food and beverages,23.14,6,6.66,145.5,2019-02-02 12:25:13.513513,17:05,Credit card,138.84,4.8,6.66,6.1,17,February,2
750-19-2110,Branche C,Naypyitaw,Member,Female,Fashion accessories,32.37,2,3.37,68.11,2019-02-02 12:25:13.513513,13:22,Ewallet,64.74,5.2,3.37,6.3,13,February,2
750-90-1533,Branche A,Yangon,Member,Male,Electronic accessories,30.95,1,1.39,32.34,2019-02-02 14:33:30.810810,15:05,Credit card,30.95,4.5,1.39,7.0,15,February,2
750-12-3606,Branche B,Mandalay,Normal,Female,Home and lifestyle,78.73,4,17.32,332.24,2019-02-02 14:33:30.810810,18:22,Cash,314.92,5.5,17.32,8.5,18,February,2
750-13-1925,Branche C,Naypyitaw,Normal,Male,Fashion accessories,67.4,5,17.52,354.52,2019-02-02 16:41:48.108108,14:36,Credit card,337.0,5.2,17.52,8.3,14,February,2
750-63-7661,Branche A,Yangon,Member,Male,Electronic accessories,57.87,2,5.21,120.95,2019-02-02 16:41:48.108108,11:27,Ewallet,115.74,4.5,5.21,7.6,11,February,2
750-50-2507,Branche A,Yangon,Normal,Male,Home and lifestyle,31.04,4,6.83,130.99,2019-02-02 20:58:22.702702,11:52,Cash,124.16,5.5,6.83,7.1,11,February,2
750-39-9437,Branche B,Mandalay,Member,Male,Health and beauty,42.15,6,15.17,268.07,2019-02-03 03:23:14.594594,11:05,Cash,252.9,6.0,15.17,5.9,11,February,2
750-72-2076,Branche B,Mandalay,Member,Male,Health and beauty,77.37,1,4.64,82.01,2019-02-03 03:23:14.594594,17:26,Ewallet,77.37,6.0,4.64,5.1,17,February,2
750-36-5722,Branche A,Yangon,Normal,Male,Fashion accessories,87.53,2,9.1,184.16,2019-02-03 09:48:06.486486,14:01,Cash,175.06,5.2,9.1,7.9,14,February,2
750-69-6886,Branche A,Yangon,Normal,Male,Health and beauty,77.24,4,18.54,327.5,2019-02-03 11:56:23.783783,11:02,Credit card,308.96,6.0,18.54,6.6,11,February,2
750-86-8443,Branche C,Naypyitaw,Member,Male,Home and lifestyle,41.39,1,2.28,43.67,2019-02-03 14:04:41.081081,11:26,Cash,41.39,5.5,2.28,5.4,11,February,2
750-17-3258,Branche A,Yangon,Normal,Female,Food and beverages,28.37,7,9.53,208.12,2019-02-03 14:04:41.081081,16:24,Ewallet,198.59,4.8,9.53,6.9,16,February,2
750-36-4022,Branche B,Mandalay,Normal,Female,Sports and travel,95.41,7,38.07,705.94,2019-02-03 20:29:32.972972,13:04,Ewallet,667.87,5.7,38.07,6.1,13,February,2
750-27-9559,Branche B,Mandalay,Member,Male,Electronic accessories,15.58,1,0.7,16.28,2019-02-03 20:29:32.972972,16:56,Credit card,15.58,4.5,0.7,9.4,16,February,2
750-67-5289,Branche A,Yangon,Member,Female,Food and beverages,39.73,10,19.07,416.37,2019-02-03 20:29:32.972972,11:07,Ewallet,397.3,4.8,19.07,8.8,11,February,2
750-89-6415,Branche B,Mandalay,Normal,Male,Health and beauty,66.92,8,32.12,567.48,2019-02-03 20:29:32.972972,18:11,Credit card,535.36,6.0,32.12,4.6,18,February,2
750-47-1244,Branche B,Mandalay,Member,Female,Health and beauty,69.86,2,8.38,148.1,2019-02-03 22:37:50.270270,17:39,Cash,139.72,6.0,8.38,6.1,17,February,2
750-86-1252,Branche B,Mandalay,Member,Male,Food and beverages,76.41,4,14.67,320.31,2019-02-04 11:27:34.054054,15:54,Ewallet,305.64,4.8,14.67,8.3,15,February,2
750-49-9573,Branche B,Mandalay,Normal,Male,Sports and travel,93.35,2,10.64,197.34,2019-02-04 15:44:08.648648,11:16,Credit card,186.7,5.7,10.64,5.9,11,February,2
750-60-4075,Branche C,Naypyitaw,Normal,Female,Electronic accessories,86.6,10,38.97,904.97,2019-02-04 17:52:25.945945,13:24,Ewallet,866.0,4.5,38.97,7.3,13,February,2
750-91-7665,Branche C,Naypyitaw,Normal,Female,Sports and travel,68.39,5,19.49,361.44,2019-02-04 22:09:00.540540,19:09,Cash,341.95,5.7,19.49,4.8,19,February,2
750-88-4767,Branche C,Naypyitaw,Member,Female,Health and beauty,56.06,10,33.64,594.24,2019-02-05 00:17:17.837837,11:15,Cash,560.6,6.0,33.64,6.2,11,February,2
750-37-3834,Branche B,Mandalay,Member,Female,Health and beauty,31.32,10,18.79,331.99,2019-02-05 00:17:17.837837,13:45,Ewallet,313.2,6.0,18.79,8.9,13,February,2
750-59-3586,Branche A,Yangon,Member,Female,Electronic accessories,90.81,1,4.09,94.9,2019-02-05 02:25:35.135135,14:56,Ewallet,90.81,4.5,4.09,9.1,14,February,2
750-14-5968,Branche A,Yangon,Member,Male,Food and beverages,17.26,6,4.97,108.53,2019-02-05 04:33:52.432432,13:36,Cash,103.56,4.8,4.97,5.5,13,February,2
750-22-3343,Branche A,Yangon,Normal,Male,Fashion accessories,87.95,1,4.57,92.52,2019-02-05 06:42:09.729729,18:35,Cash,87.95,5.2,4.57,8.9,18,February,2
750-81-5001,Branche A,Yangon,Normal,Male,Fashion accessories,85.28,4,17.74,358.86,2019-02-05 08:50:27.027027,16:13,Cash,341.12,5.2,17.74,4.9,16,February,2
750-68-6046,Branche B,Mandalay,Normal,Male,Fashion accessories,50.04,9,23.42,473.78,2019-02-05 10:58:44.324324,19:56,Ewallet,450.36,5.2,23.42,4.6,19,February,2
750-61-1559,Branche B,Mandalay,Member,Male,Fashion accessories,42.28,5,10.99,222.39,2019-02-05 13:07:01.621621,12:02,Credit card,211.4,5.2,10.99,5.4,12,February,2
750-20-2653,Branche A,Yangon,Normal,Male,Electronic accessories,36.99,1,1.66,38.65,2019-02-05 15:15:18.918918,11:07,Cash,36.99,4.5,1.66,4.3,11,February,2
750-40-9759,Branche C,Naypyitaw,Member,Male,Home and lifestyle,39.12,2,4.3,82.54,2019-02-05 15:15:18.918918,10:25,Credit card,78.24,5.5,4.3,8.6,10,February,2
750-48-9431,Branche B,Mandalay,Member,Male,Electronic accessories,64.54,9,26.14,607.0,2019-02-05 17:23:36.216216,17:15,Ewallet,580.86,4.5,26.14,4.6,17,February,2
750-89-2171,Branche C,Naypyitaw,Member,Female,Health and beauty,79.8,4,19.15,338.35,2019-02-05 19:31:53.513513,14:23,Ewallet,319.2,6.0,19.15,6.8,14,February,2
750-48-7866,Branche C,Naypyitaw,Member,Female,Food and beverages,16.14,1,0.77,16.91,2019-02-05 19:31:53.513513,12:00,Ewallet,16.14,4.8,0.77,9.7,12,February,2
750-28-4232,Branche A,Yangon,Member,Male,Fashion accessories,58.7,4,12.21,247.01,2019-02-05 19:31:53.513513,10:48,Ewallet,234.8,5.2,12.21,7.0,10,February,2
750-39-8777,Branche A,Yangon,Member,Male,Home and lifestyle,43.22,2,4.75,91.19,2019-02-06 04:05:02.702702,15:22,Ewallet,86.44,5.5,4.75,9.8,15,February,2
750-28-6856,Branche A,Yangon,Member,Female,Food and beverages,10.96,2,1.05,22.97,2019-02-06 08:21:37.297297,16:09,Cash,21.92,4.8,1.05,4.6,16,February,2
750-54-4925,Branche C,Naypyitaw,Normal,Female,Home and lifestyle,23.63,7,9.1,174.51,2019-02-06 08:21:37.297297,19:33,Cash,165.41,5.5,9.1,5.6,19,February,2
750-44-6028,Branche B,Mandalay,Normal,Male,Fashion accessories,83.08,5,21.6,437.0,2019-02-06 10:29:54.594594,18:25,Ewallet,415.4,5.2,21.6,7.0,18,February,2
750-47-3978,Branche B,Mandalay,Member,Female,Sports and travel,68.1,6,23.29,431.89,2019-02-06 10:29:54.594594,19:53,Cash,408.6,5.7,23.29,8.4,19,February,2
750-56-1301,Branche C,Naypyitaw,Member,Female,Health and beauty,96.1,9,51.89,916.79,2019-02-06 12:38:11.891891,15:36,Ewallet,864.9,6.0,51.89,5.5,15,February,2
750-11-8874,Branche C,Naypyitaw,Member,Female,Sports and travel,10.02,9,5.14,95.32,2019-02-06 12:38:11.891891,14:09,Ewallet,90.18,5.7,5.14,5.0,14,February,2
750-41-2593,Branche A,Yangon,Normal,Female,Electronic accessories,94.69,4,17.04,395.8,2019-02-06 14:46:29.189189,13:52,Ewallet,378.76,4.5,17.04,5.7,13,February,2
750-65-2301,Branche A,Yangon,Member,Male,Electronic accessories,58.63,5,13.19,306.34,2019-02-06 16:54:46.486486,14:38,Ewallet,293.15,4.5,13.19,7.3,14,February,2
750-74-1343,Branche A,Yangon,Member,Male,Fashion accessories,21.9,4,4.56,92.16,2019-02-06 16:54:46.486486,15:36,Cash,87.6,5.2,4.56,7.3,15,February,2
750-13-4076,Branche B,Mandalay,Normal,Male,Health and beauty,32.5,1,1.95,34.45,2019-02-06 19:03:03.783783,16:28,Ewallet,32.5,6.0,1.95,9.0,16,February,2
750-35-7618,Branche B,Mandalay,Member,Male,Health and beauty,77.96,10,46.78,826.38,2019-02-06 23:19:38.378378,13:47,Credit card,779.6,6.0,46.78,7.1,13,February,2
750-15-2099,Branche B,Mandalay,Member,Male,Electronic accessories,95.83,4,17.25,400.57,2019-02-06 23:19:38.378378,18:44,Credit card,383.32,4.5,17.25,8.8,18,February,2
750-82-8180,Branche B,Mandalay,Normal,Male,Sports and travel,53.94,9,27.67,513.13,2019-02-06 23:19:38.378378,19:31,Cash,485.46,5.7,27.67,6.0,19,February,2
750-12-9722,Branche B,Mandalay,Member,Female,Food and beverages,91.83,4,17.63,384.95,2019-02-07 01:27:55.675675,15:48,Cash,367.32,4.8,17.63,8.2,15,February,2
750-52-2790,Branche B,Mandalay,Member,Male,Home and lifestyle,14.61,2,1.61,30.83,2019-02-07 07:52:47.567567,17:43,Cash,29.22,5.5,1.61,7.8,17,February,2
750-91-2659,Branche C,Naypyitaw,Member,Male,Food and beverages,16.4,7,5.51,120.31,2019-02-07 14:17:39.459459,19:44,Credit card,114.8,4.8,5.51,4.5,19,February,2
750-23-9792,Branche B,Mandalay,Normal,Male,Sports and travel,42.13,5,12.01,222.66,2019-02-07 16:25:56.756756,17:56,Ewallet,210.65,5.7,12.01,7.4,17,February,2
750-76-5664,Branche C,Naypyitaw,Member,Female,Sports and travel,98.12,10,55.93,1037.13,2019-02-07 18:34:14.054054,17:52,Cash,981.2,5.7,55.93,6.2,17,February,2
750-87-3105,Branche B,Mandalay,Normal,Male,Health and beauty,46.7,6,16.81,297.01,2019-02-07 22:50:48.648648,10:04,Ewallet,280.2,6.0,16.81,6.7,10,February,2
750-41-4195,Branche B,Mandalay,Member,Male,Food and beverages,62.06,10,29.79,650.39,2019-02-08 00:59:05.945945,13:50,Ewallet,620.6,4.8,29.79,9.3,13,February,2
750-50-1619,Branche A,Yangon,Member,Male,Health and beauty,16.6,6,5.98,105.58,2019-02-08 03:07:23.243243,13:52,Credit card,99.6,6.0,5.98,8.2,13,February,2
750-80-6088,Branche B,Mandalay,Normal,Male,Health and beauty,91.72,1,5.5,97.22,2019-02-08 03:07:23.243243,14:56,Cash,91.72,6.0,5.5,4.1,14,February,2
750-56-8758,Branche A,Yangon,Member,Female,Home and lifestyle,17.31,10,9.52,182.62,2019-02-08 07:23:57.837837,14:04,Credit card,173.1,5.5,9.52,4.6,14,February,2
750-73-9877,Branche C,Naypyitaw,Normal,Male,Fashion accessories,57.29,9,26.81,542.42,2019-02-08 09:32:15.135135,19:55,Credit card,515.61,5.2,26.81,6.9,19,February,2
750-87-6465,Branche B,Mandalay,Normal,Female,Electronic accessories,84.37,6,22.78,529.0,2019-02-08 11:40:32.432432,12:30,Credit card,506.22,4.5,22.78,5.3,12,February,2
750-98-1473,Branche A,Yangon,Member,Female,Food and beverages,14.43,6,4.16,90.74,2019-02-08 15:57:07.027027,18:46,Credit card,86.58,4.8,4.16,7.3,18,February,2
750-74-6700,Branche A,Yangon,Normal,Female,Electronic accessories,75.78,2,6.82,158.38,2019-02-08 15:57:07.027027,12:19,Cash,151.56,4.5,6.82,4.6,12,February,2
750-97-9275,Branche A,Yangon,Member,Female,Electronic accessories,83.81,6,22.63,525.49,2019-02-08 18:05:24.324324,19:30,Cash,502.86,4.5,22.63,6.1,19,February,2
750-85-7156,Branche B,Mandalay,Member,Male,Home and lifestyle,52.76,9,26.12,500.96,2019-02-08 22:21:58.918918,18:14,Cash,474.84,5.5,26.12,8.4,18,February,2
750-46-6190,Branche A,Yangon,Normal,Female,Sports and travel,42.5,5,12.11,224.61,2019-02-08 22:21:58.918918,15:37,Credit card,212.5,5.7,12.11,7.6,15,February,2
750-23-8240,Branche B,Mandalay,Normal,Male,Health and beauty,54.07,9,29.2,515.83,2019-02-08 22:21:58.918918,10:01,Ewallet,486.63,6.0,29.2,5.9,10,February,2
750-32-3613,Branche B,Mandalay,Normal,Female,Food and beverages,98.43,4,18.9,412.62,2019-02-09 00:30:16.216216,14:07,Credit card,393.72,4.8,18.9,5.9,14,February,2
750-89-4763,Branche A,Yangon,Member,Male,Electronic accessories,90.09,10,40.54,941.44,2019-02-09 00:30:16.216216,19:36,Credit card,900.9,4.5,40.54,4.4,19,February,2
750-46-6285,Branche B,Mandalay,Member,Female,Home and lifestyle,45.64,7,17.57,337.05,2019-02-09 02:38:33.513513,10:25,Cash,319.48,5.5,17.57,5.7,10,February,2
750-47-3742,Branche A,Yangon,Normal,Female,Home and lifestyle,19.95,2,2.19,42.09,2019-02-09 02:38:33.513513,16:28,Cash,39.9,5.5,2.19,7.4,16,February,2
750-77-8222,Branche B,Mandalay,Member,Male,Fashion accessories,81.98,7,29.84,603.7,2019-02-09 02:38:33.513513,10:25,Ewallet,573.86,5.2,29.84,5.0,10,February,2
750-22-3755,Branche C,Naypyitaw,Normal,Female,Home and lifestyle,82.49,8,36.3,696.22,2019-02-09 04:46:50.810810,10:35,Ewallet,659.92,5.5,36.3,5.6,10,February,2
750-47-7655,Branche A,Yangon,Normal,Male,Home and lifestyle,47.57,8,20.93,401.49,2019-02-09 09:03:25.405405,17:34,Cash,380.56,5.5,20.93,7.0,17,February,2
750-25-8556,Branche B,Mandalay,Normal,Male,Food and beverages,72.25,4,13.87,302.87,2019-02-09 09:03:25.405405,18:03,Ewallet,289.0,4.8,13.87,4.1,18,February,2
750-16-2281,Branche C,Naypyitaw,Member,Female,Fashion accessories,92.86,5,24.14,488.44,2019-02-09 09:03:25.405405,20:57,Cash,464.3,5.2,24.14,8.9,20,February,2
750-39-9656,Branche B,Mandalay,Member,Male,Fashion accessories,60.78,2,6.32,127.88,2019-02-09 11:11:42.702702,18:55,Ewallet,121.56,5.2,6.32,7.1,18,February,2
750-93-2913,Branche A,Yangon,Normal,Male,Electronic accessories,33.27,1,1.5,34.77,2019-02-09 13:20:00.000000,12:47,Credit card,33.27,4.5,1.5,8.3,12,February,2
750-74-4534,Branche A,Yangon,Member,Male,Electronic accessories,49.59,2,4.46,103.64,2019-02-09 13:20:00.000000,14:26,Ewallet,99.18,4.5,4.46,9.8,14,February,2
750-92-6082,Branche C,Naypyitaw,Normal,Female,Sports and travel,95.69,7,38.18,708.01,2019-02-09 15:28:17.297297,16:07,Cash,669.83,5.7,38.18,7.7,16,February,2
750-58-7513,Branche A,Yangon,Member,Female,Sports and travel,56.16,10,32.01,593.61,2019-02-09 15:28:17.297297,13:46,Cash,561.6,5.7,32.01,8.4,13,February,2
750-36-4116,Branche A,Yangon,Member,Female,Home and lifestyle,40.77,8,17.94,344.1,2019-02-09 17:36:34.594594,18:17,Ewallet,326.16,5.5,17.94,6.9,18,February,2
750-26-8518,Branche A,Yangon,Member,Female,Fashion accessories,32.7,10,17.0,344.0,2019-02-09 17:36:34.594594,13:31,Credit card,327.0,5.2,17.0,4.8,13,February,2
750-56-1625,Branche B,Mandalay,Normal,Female,Food and beverages,92.59,6,26.67,582.21,2019-02-09 19:44:51.891891,16:59,Ewallet,555.54,4.8,26.67,6.2,16,February,2
750-43-4657,Branche B,Mandalay,Member,Female,Fashion accessories,37.58,6,11.72,237.2,2019-02-09 21:53:09.189189,14:07,Credit card,225.48,5.2,11.72,7.8,14,February,2
750-52-1014,Branche A,Yangon,Member,Female,Fashion accessories,24.7,10,12.84,259.84,2019-02-10 00:01:26.486486,14:32,Cash,247.0,5.2,12.84,9.5,14,February,2
750-37-5561,Branche A,Yangon,Member,Female,Electronic accessories,13.61,1,0.61,14.22,2019-02-10 08:34:35.675675,14:03,Cash,13.61,4.5,0.61,5.4,14,February,2
750-75-5734,Branche B,Mandalay,Member,Male,Home and lifestyle,43.73,5,12.03,230.68,2019-02-10 08:34:35.675675,11:32,Ewallet,218.65,5.5,12.03,8.1,11,February,2
750-23-4358,Branche B,Mandalay,Normal,Female,Electronic accessories,51.48,6,13.9,322.78,2019-02-10 10:42:52.972972,14:44,Ewallet,308.88,4.5,13.9,8.2,14,February,2
750-18-2636,Branche C,Naypyitaw,Normal,Male,Electronic accessories,94.73,2,8.53,197.99,2019-02-10 12:51:10.270270,17:11,Cash,189.46,4.5,8.53,6.6,17,February,2
750-92-2107,Branche B,Mandalay,Member,Female,Fashion accessories,70.2,6,21.9,443.1,2019-02-10 12:51:10.270270,16:58,Ewallet,421.2,5.2,21.9,9.8,16,February,2
